FarmNm_CH,FarmNm_EN,FarmNm_JP,Feature_CH,Feature_EN,Feature_JP,CertifySDate,CertifyEDate,TEL,FAX,PCode,County,Township,Address_CH,Address_EN,Address_JP,WebURL,Longitude,Latitude,IdentifyItem,Photo
大茉莉休閒農場,,,在台灣落地生根，因為有我愛的人。。您或許曾經嚮往，到義大利威尼斯河享受遊河的愜意，也或許曾經渴望，身在一個充滿生態、環保的環境，那麼來到大茉莉，是你夢想成真的現實藍圖。大茉莉的主人John，在加拿大出生，喜歡旅行，所以也曾經待在紐西蘭25 年，因為和台灣女孩相知相遇相戀，因此留在台灣，就此落地深根。。因為John 崇尚自然及生態環境，因此在規劃大茉莉農場時，也將這樣的理念帶入農場內，目前在農場內的建築物，是利用紙類來打造的「紙房子」，利用紙類打成漿泥混水泥來建蓋，也利用寶特瓶、玻璃瓶混合其中...,,,1150901,1150930,(09),,905,10013,里港鄉,載興村16鄰載南路19巷12弄20號,,,,120.545211,22.776617,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/251/480x360_ffca7e6ed8c24e80b6707fe9069af2f3.jpg
礁溪休閒農業有限公司休閒農場,,,,,,1150901,1150930,,,262,10002,礁溪鄉,大忠村17鄰五峰路70巷50號,,,,121.755286,24.829952,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
蘭野星空休閒農場(日光蘭野),,,,,,1150901,1150930,(03)9516868,,269,10002,冬山鄉,進利路500號,,,,121.699246,24.640776,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
石壁休閒農場,,,,,,1150901,1150930,(09),,646,10009,古坑鄉,草嶺村草嶺81之18 號,,,,120.715526,23.610662,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/6505/480x360_1595557526435(3).jpg
心禾園休閒農場,,,「心禾園」一處用&rdquo；心&rdquo；栽培農作物（&ldquo；禾&rdquo；古文表&rdquo；稻子&rdquo；之意，引申為農作物）的農園，一位農業教授命的名。「心禾園」是期許也是鼓勵，更是農園不斷努力和創新的原動力。。園主詹先生是承襲家族農業的第三代，傳到兒子輩已是第四代，詹家世代務農，技術一代比一代先進，尤其園主是勇於嚐試與創新。水果種植種類有枇杷，寄接梨跟芒果、藍莓、楊梅。。體驗活動。採果品種：枇杷、水梨、芒果。水果產季：枇杷3月-4月、水梨7月-8月、芒果6月-8月...,,,1150901,1150930,(09),,423,66000,東勢區,慶福里9鄰東關路4段528號,,,,120.848986,24.163675,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/961/480x360_241c82696t1cd46skxvdm523m55g183u.jpg
想夢蘭休閒農場,,,,,,1150901,1150930,(037)355046,,356,10005,後龍鎮,福寧里頭湖6-2號,,,,120.763855,24.587617,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
龍子泉休閒農場(龍子泉美饌會館),,,龍子泉休閒農場。輕輕的，。我將拉起你的手，。一手牽著孩子，。一手牽著你。。我們逐步向前，保護彼此。。這農場的田園山水，。就是我愛你們的誓言。。相依相慰，花甲夫妻樹。在南州交流道旁，一棟碩大的建築物矗立其中，在入口處二棵龍眼樹--「花甲夫妻樹」，樹齡已逾100 年以上，一為老樹公、一為老樹婆，也有人稱夫妻樹為「情人樹」，這一對夫妻樹遠看是一棵，近看會發現老樹公正張開大手要保護憐惜老樹婆一般，感覺像是一個男人用它強大的胸襟來保護自己的妻子一般的相依相慰，相知相惜。這也是創立龍子泉的...,,,1150901,1150930,(08)8645699,,926,10013,南州鄉,壽元村1鄰大同路69號,,,,120.540683,22.486964,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/247/480x360_846f27bc8b0746d98595c24b950aab11.jpg
棗稻田休閒農場,,,棗稻田為一致力於發揚地方物產/文化並維護自然環境之食農企業。我們採用友善圓農法培植農作，並大量運用在地農產品研發產品。以此為經營基礎，棗稻田期待能成為台灣新農業典範品牌，活絡台灣農業及觀光市場，並喚醒大眾對土地的認同及熱愛。。因為我們深知，唯有連結現有的基礎建設與資源，與優質團隊人力投入，才有能力一步步實踐理想，並漸次推動產業整體的發展￮因此草創之初，經營團隊著重的是品牌經營及服務推展。希望將每一階段的成果作為改造台灣產業的養份，並在未來創造人與土地『共生、共享、共榮』的生活環境。,,,1150901,1150930,(03)9226648,,264,10002,員山鄉,員山路二段172巷17號,,,https://jaodaotian.com/,121.710223,24.726446,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1751/480x360_174490840_3844086095680833_5427180110364176852_n(1).jpg
龍雲休閒農場,,,龍雲休閒農場。龍雲農場位在阿里山公路旁，靠近奮起湖的山坡地，從石桌往奮起湖的169道路上有叉路通往。龍雲休閒農場是以主人鄧金聰的三合院老厝為中心，經過十幾年的經營，逐漸有今天的規模。其所在的區域有大片的竹林、杉木林、櫻花林和天然林等自然資源，當地人特別保留下來不開發，聯合成立了台灣第一座由民間自行成立的「自然生態保育區」。由於環境自然多樣，因此在此生活的野生動物也非常多樣，其中不乏一些保育類動物。農場一年四季都是賞蛙的好季節，而夏天的黑翅螢、冬天的雪螢，讓前來的遊客都能欣賞到火金姑美麗身影。,,,1150901,1150930,(05)2562216,(05)2562106,604,10010,竹崎鄉,中和村石棹1號,,,https://www.long-yun.com.tw/,120.703601,23.487219,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/219/480x360_20160908173016.jpg
台灣金石咖啡休閒農場,,,在地自產自銷大武高山咖啡，也幫助在地農民推廣。。農場內場地寬闊 環境優美 停車方便 咖啡簡餐 親近動物 現場演奏。是適合全家大小一同出遊的休閒農場。台灣金石咖啡 從農地耕作、後製處理、最終加工自行包辦 可為屏東咖啡的代表。農場內有保留的自然環境可以做很多休閒活動，非常適合小朋友嬉鬧玩耍。場內也有一群可愛小動物，有在地咖啡也有簡餐飲品，適合各年齡層客群同遊。體驗活動。咖啡烘焙DIY。 。遊覽景點。萬金聖母聖殿。法蒂瑪教堂。萬安瀑布。五溝聚落。林後四林平地森林公園。 ...,,,1150901,1150930,(08)7832558,,923,10013,萬巒鄉,赤山村沿山路1段500號,,,,120.617113,22.584913,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/3338/480x360_125896294_2550843311707261_8325137580685839804_n.jpg
全一休閒農場,,,全一休閒農場。位於台中市太平區的全一休閒農場，是行政院農委會第一梯次准予籌設專案輔導的十七家休閒農場其中之一，在太平市農會用心的輔導之下，從一個單純的農牧經營為主的農場，成功轉型成為以觀光教育為導向的休閒農場。,,,1150901,1150930,(09),,411,66000,太平區,北田路283號,,,,120.769502,24.138582,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/170/480x360_20151113160333.jpg
金葉山莊休閒農場,,,金葉山莊休閒農場。金葉山莊位於卓蘭鎮壢西坪的入口，也是台三號省道147.5公里處旁，園區內種滿的樟樹是山莊的最大資產，而特地去考取解說員資格的主人女兒，更可以詳盡的為遊客解說並帶大家認識各種植物生態。。來到金葉山莊絕不能錯過女主人的好手藝，特有的「客家封肉」和「生龍活虎湯」別處吃不到，兼顧美味和養生的風味料理，讓大家齒頰留香，吃了還想再吃；女主人還會不時的研發新菜色和新口味，讓大家不同時間來都能品嚐到好味道。。山莊內的泉水泳池也是特有的活動景點，因為引用山泉水而終年不缺水，且流動的泉水也讓...,,,1150901,1150930,(04)25892292,,369,10005,卓蘭鎮,上新里四鄰大仁街29號,,,,120.833216,24.303473,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/169/480x360_349a416907ec42ea9c22fda7bfa6a99b.jpg
心鮮森林休閒農場(小森之歌),,,,,,1150901,1150930,(03)5923428,,307,10004,芎林鄉,新鳳村1鄰倒別牛23號,,,,121.105685,24.770915,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
福康休閒農場,,,福康休閒農場。廠區範圍約2.5公頃，除了廠房作業區、冷凍倉儲區、行政管理區以外，還有一大片的廣場，作為每年十月份曝曬茶花籽的場所。在廠區的另一端，種植有茶樹區(二十年生以上，也有百年以上的油茶樹)、茶花區，還有油桐花步道，欣賞五月雪。整個廠區除了依山傍水、綠意滿景外，前方還可欣賞到永和山水庫的柔美，後方可見層層山脈的磅礡氣勢，造就四季不同風格美景的視覺享受。。本工坊以家族企業起步，現已由第二代經營管理。創辦人為苗栗客家人，因有承襲長輩作茶的經驗，成家後賢伉儷主內、創辦人主外靠著一台摩托車到山...,,,1150901,1150930,(037)833545,,352,10005,三灣鄉,永和村石馬店18-2號,,,,120.927787,24.640634,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/161/480x360_20151119170143.jpg
佳芳休閒農場,,,佳芳休閒農場主要以茶作為元素，提供各式茶文化體驗與活動，而茶園內茶種皆為臺灣原生種茶，包含綠茶、烏龍茶等，另外更有場主匠心獨具研發出的臺東紅烏龍、翡翠包，不僅使遊客可以茗茶、賞茶賞景、製茶、體驗DIY 活動等，也能提供遊客一個特有的臺灣茶文化體驗之旅。。農場經營方向以結合鄰近豐富的自然生態、製茶產業文化體驗及賞景品茗活動為主；積極推廣「安全」、「永續」理念，另外結合初鹿休閒農業區與周遭產業，提供遊客多元化體驗活動，以共同帶動整體初鹿休閒農業。。 茶葉蛋捲體驗 套裝行程。佳芳休閒農場位於卑南...,,,1150901,1150930,(09),,954,10014,卑南鄉,明峰村牧場72之4號,,,https://www.taiwan-tea.net/,121.108024,22.857203,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1749/480x360_12465787_1024562314277694_5033239840110485414_o.jpg
枋寮巧茵山休閒農場,,,巧茵山休閒農場（可茵山可可莊園）以可可為主題的休閒觀光農場。農場致力於推廣台灣本土可可產業，結合了農業、教育、觀光與美食，是台灣最大且第一間落實 「Bean to Bar」（從可可豆到巧克力成品）完整製作流程的工廠。。創辦人在旅居美國 30 多年後回到家鄉屏東，有感於傳統產業萎縮，決定引進可可種植以推動產業轉型。他利用屏東亞熱帶氣候適合可可生長的優勢，在大武山下孕育出這段「黑金傳奇」，讓遊客能體驗從鮮嫩豆苗到香滑巧克力的奇幻之旅。。園區特色與體驗活動。&bull； 遊客可自由探索可可園區並...,,,1150901,1150930,,,940,10013,枋寮鄉,太源村中山路三段123號,,,https://cocosun.com.tw/,120.581971,22.421119,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1855/480x360_vxx10djy1q01w2cftxc8kz45k6v4eajd.png
飛牛牧場休閒農場,Flying Cow Ranch(飛牛牧場休閒農場),飛牛牧場リゾート農場,飛牛牧場：台灣最自然的牧場。飛牛牧場為【全國第一家】經行政院農委會專案輔導成功，而取得【全場完整許可登記證】之綜合型休閒農場。牧場裡以「自然、健康、歡樂」為創園宗旨；「品質創新、親切和諧、永續環保」為經營理念；以天空、草原及牛奶的顏色調和出屬於「飛牛牧場」獨特的色彩。期許提供遊客一個優質的休憩空間及三生合一：生產、生活、生態的農村休閒體驗生活；希望藉由「親近大自然」的生活體驗中學習「尊重大自然」並力行「愛護大自然」！ 。飛牛牧場營運主要服務項目。●六大主題生態區：。乳牛生態區、蝴蝶生態區...,Flying Cow Ranch， located in Tongxiao Township， Miaoli， is spread over approximately 50 hectares. In fact， if the dairy farm and grazing fields are included， the ranch extends to about 120 hectares. Flying Cow Ranch is an expansive farm with a wide range of facilities and activities.You can interact with dairy cows， mountain goats， horses， and rabbits at the Animal Farm and can milk cows or feed little sheep， bunnies， and calves. Or you can visit the Butterfly Area for a guided tour on the life ...,飛牛牧場は、「生活、生態、生産」の一体化を理念としたリゾート牧場であり、広々とした牧場を散歩したり、牛が草を食む姿や、池を悠然と泳ぐ鴨を眺めたり、芝生で凧揚げする子どもを見守ったりして、大自然に完全に溶け込むことができる場所です。。  。  。  アクセス。  。  苗栗通霄駅で下車し、タクシーに乗り換えて10分あまりで到着。,1150901,1150930,(037)782999,(037)782399,357,10005,通霄鎮,南和里 166 號,No. 166， Nanho Vil.,南和里166号,https://www.flyingcow.com.tw/,120.741294,24.441267,餐飲,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/146/480x360_20151117141611.jpg
五柳園休閒農場,,,五柳園坐落在林木茂盛的嘉義市東區，臨近素有嘉義市仰德大道之稱的大雅路，是一座採用自然工法營造的景觀園區。全園大量收集了嘉義市東區的老樹，如土蓮霧、土芭樂、人心果、龍眼、荔枝、茄苳、七里香、九重葛、山棕、嘉寶果等。除了希望保護這些老樹，讓他們繼續記錄嘉義這塊土地的故事，也能讓本園區成為嘉義市東區老樹的縮影。。園內以人工雕琢仿石材步道，除美觀外，並具透水性，讓雨水能滲透、滋潤大地。並種植香茅、萬壽菊等忌避作物，以祈使園區不必施用農藥。。閒暇時能笑看野溪生態池中悠遊的魚蝦、螃蟹，或穿梭在老樹群中；...,,,1150901,1150930,(05)2719500,,600,10020,東區,盧厝里8鄰盧厝44之13號,,,https://www.wuliufarm.com,120.488777,23.489698,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1303/480x360_20200225-08.jpg
九湖森林休閒農場（銅鑼茶廠）,,,簡介。九湖森林休閒農場（銅鑼茶廠）主要茶產為東方美人茶、蜜香紅茶、綠茶、烏龍茶。尤以東方美人茶(俗稱 膨風茶)最具在地代表性，茶園栽種以最適製東方美人茶的青心大冇茶樹為主，主要採摘是在每年的農曆「芒種」前後，每年參加全國、苗栗東方美人評鑑比賽，皆獲得各項大獎殊榮。。茶園面積佔地30公頃，依天候條件採自然方式耕種，是一座著重生態環保永續的茶園。。茶廠是一座現行運作製茶，並兼具訪客體驗茶園採茶與製茶的複合式茶廠。旅客可預約茶園採、製茶DIY體驗，親身尋覓一心二葉採菁的感動，親手揉製屬於自己的手...,,,1150901,1150930,(037)987358,,366,10005,銅鑼鄉,九湖村九湖132-16號,,,https://www.tongluotea.com,120.772125,24.471437,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1340/480x360_96.jpg
展壯台大休閒農場,,,展壯台大休閒農場成立於西元1981年，現有員工人數逾100名。本公司專業投入蝴蝶蘭、文心蘭、嘉德利亞蘭及其他屬別蘭花之育種、研發及生產銷售。從育種選拔、無塵室組織培養、溫室栽培、病蟲害防治、病毒檢測各方面本公司均採企業化管理來生產高品質最佳的各種蘭花。藉由不斷自行研發、引種、交配、選種，並配合自設病毒測定站的病毒檢查，以組織培養技術繁殖品質優良、性狀均一之健康種苗並栽培成小苗、中苗、成株、開花株、盆花以供應國內、外市場需求。本公司隨時不斷推出新的優良品種供應各界需要，全部產品約70供應外銷，其餘...,,,1150901,1150930,(04)8527335,,515,10007,大村鄉,大橋村中山路三段137號,,,https://www.taidaorchids.com.tw,120.558768,23.996891,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/3096/480x360_147cb0b6fa5d4508bfaa188f48a08a67.jpg
